course_number,title,hours,cluster,desc,terms,optional,instructors,prereq
16.530,Advanced Propulsion Concepts (New),3-0-9 units,,"<!--class=""Mso""--><!--class=""Mso""--><p class=""MsoNormal"">Considers the challenge of achieving net-zero climate impacts, as well as the opportunities presented by the resurgence of investment in new or renewed ideas. Explores advanced propulsion concepts that are not in use or well-developed, but that have established operation principles and could either contribute to environmental performance or are applicable to new aerospace services. Topics vary but may include: electric and turbo-electric aircraft propulsion; batteries, cryogenic fuels, and biofuels; combustion and emissions control concepts; propulsion for UAVs and urban air mobility; propulsion for supersonic and hypersonic vehicles; reusable space access vehicle propulsion; and propulsion in very low earth orbit. Includes a project to evaluate an advanced propulsion concept. ","['Acad Year 2022-2023: G (Spring)', 'Acad Year 2023-2024: Not offered']",,"S. Barrett, J. J. Sabnis, Z. Spakovszky",Prereq: None 
16.540,Internal Flows in Turbomachines,3-0-9 units,,"Internal fluid motions in turbomachines, propulsion systems, ducts and channels, and other fluid machinery. Useful basic ideas, fundamentals of rotational flows, loss sources and loss accounting in fluid devices, unsteady internal flow and flow instability, flow in rotating passages, swirling flow, generation of streamwise vorticity and three-dimensional flow, non-uniform flow in fluid components. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: G (Spring)']",,E. M. Greitzer,Prereq: 2.25 or permission of instructor 
16.55[J],Ionized Gases,3-0-9 units,Same subject as 22.64[J],"Properties and behavior of low-temperature plasmas for energy conversion, plasma propulsion, and gas lasers. Equilibrium of ionized gases: energy states, statistical mechanics, and relationship to thermodynamics. Kinetic theory: motion of charged particles, distribution function, collisions, characteristic lengths and times, cross sections, and transport properties. Gas surface interactions: thermionic emission, sheaths, and probe theory. Radiation in plasmas and diagnostics. ",G (Fall),,C. Guerra Garcia,Prereq: 8.02 or permission of instructor 
16.UR,Undergraduate Research,Units arranged [P/D/F],,Undergraduate research opportunities in aeronautics and astronautics. ,"U (Fall, IAP, Spring, Summer)",Can be repeated for credit.,Consult M. A. Stuppard,Prereq: None 
16.C20[J],Introduction to Computational Science and Engineering (16.0002),3-0-3 units,"Same subject as 18.C20[J], CSE.C20[J]","Provides an introduction to computational algorithms used throughout engineering and science (natural and social) to simulate time-dependent phenomena; optimize and control systems; and quantify uncertainty in problems involving randomness, including an introduction to probability and statistics. Combination of 6.0001 and 16.0002 counts as REST subject. ","U (Fall, Spring; second half of term)",Credit cannot also be received for 6.100B," R. Radovitzky, L. Demanet",Prereq: 6.100A; Coreq: 8.01 and 18.01 
16.EPE,UPOP Engineering Practice Experience,0-0-1 units,"['Engineering School-Wide Elective Subject.', 'Offered under: 1.EPE, 2.EPE, 3.EPE, 6.EPE, 8.EPE, 10.EPE, 15.EPE, 16.EPE, 20.EPE, 22.EPE']",See description under subject 2.EPE. Application required; consult UPOP website for more information.,"U (Fall, Spring)",Can be repeated for credit.,"K. Tan-Tiongco, D. Fordell",Prereq: None 
16.EPW,UPOP Engineering Practice Workshop,1-0-0 units,"['Engineering School-Wide Elective Subject.', 'Offered under: 1.EPW, 2.EPW, 3.EPW, 6.EPW, 10.EPW, 16.EPW, 20.EPW, 22.EPW']",See description under subject 2.EPW. Enrollment limited to those in the UPOP program.,"U (Fall, IAP)",,"K. Tan-Tiongco, D. Fordell",Prereq: 2.EPE 
16.S685,Special Subject in Aeronautics and Astronautics,Units arranged [P/D/F],,Basic undergraduate topics not offered in regularly scheduled subjects. Subject to approval of faculty in charge. Prior approval required. ,U (IAP),Can be repeated for credit.,Consult Y. M. Marzouk,Prereq: Permission of instructor 
16.S686,Special Subject in Aeronautics and Astronautics,Units arranged,,Opportunity for study or lab work related to aeronautics and astronautics not covered in regularly scheduled subjects. Subject to approval of faculty in charge. Prior approval required. ,U (Fall),Can be repeated for credit.,Consult M. A. Stuppard,Prereq: Permission of instructor 
16.S688,Special Subject in Aeronautics and Astronautics,Units arranged,,Opportunity for study or lab work related to aeronautics and astronautics but not covered in regularly scheduled subjects. Prior approval required. ,U (IAP),Can be repeated for credit.,Consult M. A. Stuppard,Prereq: None 
16.621,Experimental Projects I,2-1-3 units,,"First in a two-term sequence that addresses the conception and design of a student-defined or selected experimental research project carried out by two-person team under faculty advisement. Principles of research hypothesis formulation and assessment, experimental measurements and error analysis, and effective report writing and oral presentation, with instruction both in-class and on an individual and team basis. Selection and detailed planning of a research project, including in-depth design of experimental procedure that is then carried through to completion in 16.622. ","['U (Fall)', 'Not offered regularly; consult department']",,Staff,Prereq: None. Coreq: 16.06 or 16.07 
16.622,Experimental Projects II,1-7-4 units. Institute LAB,,"Execution of research project experiments based on the plan developed in 16.621. Working with their faculty advisor and course staff, student teams construct their experiment, carry out measurements of the relevant phenomena, analyze the data, and then apply the results to assess the research hypothesis. Includes instruction on effective report writing and oral presentations culminating in a written final report and formal oral presentation. ","['U (Spring)', 'Not offered regularly; consult department']",,"S. R. Hall, J. L. Craig, P. C. Lozano, S. E. Widnall",Prereq: 16.621 
16.63[J],System Safety,3-0-9 units. REST,Same subject as IDS.045[J],"Introduces the concepts of system safety and how to analyze and design safer systems. Topics include the causes of accidents in general, and recent major accidents in particular; hazard analysis, safety-driven design techniques; design of human-automation interaction; integrating safety into the system engineering process; and managing and operating safety-critical systems. ","['U (Fall)', 'Not offered regularly; consult department']",,N. Leveson,Prereq: None 
16.632,Introduction to Autonomous Machines,2-2-2 units,,"Experiential seminar provides an introduction to the fundamental aspects of robust autonomous machines that includes an overall systems/component-level overview. Projects involve hands-on investigations with a variety of sensors and completely functioning, small-scale autonomous machines utilized for in-class implementation/testing of control algorithms. Students should have concurrent or prior programming experience. Preference to students in the NEET Autonomous Machines thread.","U (Fall, IAP)",,"J. P. How, S. Karaman, G. Long",Prereq: None. Coreq: 2.086 or 6.100A 
